VHWY	INTERSECTION	TYPE	LATITUDE	LONGITUDE
v1	CRG  	VORTAC  	30.338861	81.509944
v1	OCNOP	RPRT_PT 	30.862306	81.289083
v1	STARY	RPRT_PT 	31.276083	81.112583
v1	TYBEE	RPRT_PT 	31.837972	80.870278
v1	RUBYS	RPRT_PT 	32.145333	80.630500
v1	BASSO	RPRT_PT 	32.548806	80.312722
v1	ROOFS	RPRT_PT 	32.704583	80.189083
v1	CHS  	VORTAC  	32.894306	80.037806
v1	WANDO	RPRT_PT 	33.034278	79.840944
v1	CUBBY	RPRT_PT 	33.153778	79.672000
v1	KIMMY	RPRT_PT 	33.273083	79.502583
v1	INLET	RPRT_PT 	33.392750	79.331833
v1	PLANN	RPRT_PT 	33.558444	79.094083
v1	CRE  	VORTAC  	33.813833	78.724528
v1	ASHES	RPRT_PT 	34.080028	78.535750
v1	RAPEN	RPRT_PT 	34.321694	78.363167
v1	YOAST	RPRT_PT 	34.556333	78.194444
v1	LAYZE	RPRT_PT 	34.695722	78.093722
v1	WALLO	RPRT_PT 	34.876444	77.962500
v1	ISO  	VORTAC  	35.370944	77.558333
v1	ZAGGY	RPRT_PT 	35.799611	77.266944
v1	CVI  	VORTAC  	36.372917	76.871528
v1	DRONE	RPRT_PT 	36.529222	76.670833
v1	PSALM	RPRT_PT 	36.672833	76.485333
v1	DEEMS	RPRT_PT 	36.742083	76.395528
v1	ORF  	VORTAC  	36.891889	76.200333
v1	CCV  	VORTAC  	37.347528	75.997667
v1	FATOM	RPRT_PT 	37.513472	75.975778
v1	JAMIE	RPRT_PT 	37.605722	75.963556
v1	MAGGO	RPRT_PT 	37.983278	75.734639
v1	SBY  	VORTAC  	38.345000	75.510583
v1	ATR  	VOR     	38.809806	75.211333
v1	PEAPS	RPRT_PT 	39.041917	75.078917
v1	LEEAH	RPRT_PT 	39.260889	74.953111
v1	HOWIE	RPRT_PT 	39.582694	74.652778
v1	CRESI	RPRT_PT 	39.610889	74.626306
v1	CYN  	VORTAC  	39.817306	74.431611
v1	WHITE	RPRT_PT 	40.006750	74.251278
v1	DIXIE	RPRT_PT 	40.098917	74.163083
v1	JFK  	VOR     	40.632889	73.771389
v1	DPK  	VOR     	40.791778	73.303667
v1	BELTT	RPRT_PT 	41.063528	72.987083
v1	MAD  	VOR     	41.313861	72.692167
v1	HFD  	VOR     	41.641056	72.547639
v1	DVANY	RPRT_PT 	41.862389	72.303139
v1	GRAYM	RPRT_PT 	42.101194	72.031528
v1	BOSOX	RPRT_PT 	42.201889	71.627667
v1	WHYBE	RPRT_PT 	42.253861	71.416528
v1	BOS  	VORTAC  	42.357472	70.989556
v2	SEA  	VORTAC  	47.435389	122.309611
v2	VAMPS	RPRT_PT 	47.364917	121.980250
v2	BANDR	RPRT_PT 	47.258389	121.492250
v2	BEEZR	RPRT_PT 	47.124722	120.895583
v2	ELN  	VORTAC  	47.024389	120.458444
v2	PLUSS	RPRT_PT 	47.173778	119.550250
v2	MWH  	VOR     	47.210861	119.316806
v2	BATUM	RPRT_PT 	47.260667	119.087417
v2	GEG  	VORTAC  	47.564944	117.626889
v2	ROPES	RPRT_PT 	47.541389	117.136000
v2	HIPRR	RPRT_PT 	47.526167	116.839750
v2	MLP  	VOR     	47.456917	115.646056
v2	ALTON	RPRT_PT 	47.031917	114.428361
v2	MSO  	VOR     	46.907972	114.083639
v2	DRU  	VOR     	46.636083	113.186583
v2	GARRI	RPRT_PT 	46.626528	112.717389
v2	SCAAT	RPRT_PT 	46.621167	112.488667
v2	HLN  	VORTAC  	46.606833	111.953472
v2	SWEDD	RPRT_PT 	46.449583	111.544917
v2	CONNS	RPRT_PT 	46.268556	111.082111
v2	LVM  	VORTAC  	45.702472	110.442472
v2	REEPO	RPRT_PT 	45.759556	109.526861
v2	COLUS	RPRT_PT 	45.783639	109.099667
v2	BIL  	VORTAC  	45.808528	108.624583
v2	NIBBE	RPRT_PT 	45.936639	108.057139
v2	ASHLI	RPRT_PT 	46.316694	106.276806
v2	MLS  	VORTAC  	46.382194	105.953528
v2	DIK  	VORTAC  	46.859972	102.773500
v2	ULLIN	RPRT_PT 	46.823000	101.876806
v2	SAILM	RPRT_PT 	46.793944	101.269833
v2	BIS  	VOR     	46.761778	100.665389
v2	STIEL	RPRT_PT 	46.817306	100.064417
v2	TAPNN	RPRT_PT 	46.849083	99.703250
v2	OSERT	RPRT_PT 	46.894889	99.157833
v2	JMS  	VOR     	46.932889	98.678778
v2	CHAFE	RPRT_PT 	46.809472	97.390167
v2	FAR  	VORTAC  	46.753389	96.851333
v2	PANIC	RPRT_PT 	46.469250	96.261944
v2	TILER	RPRT_PT 	46.084833	95.483917
v2	AXN  	VOR     	45.958361	95.232611
v2	OKOMY	RPRT_PT 	45.697639	94.622528
v2	TLBAT	RPRT_PT 	45.574167	94.338167
v2	SODIE	RPRT_PT 	45.368750	93.871417
v2	GEP  	VORTAC  	45.145694	93.373194
v2	PRESS	RPRT_PT 	44.711333	92.687083
v2	MANIE	RPRT_PT 	44.590583	92.499333
v2	TROLL	RPRT_PT 	44.318472	92.080778
v2	PEGGS	RPRT_PT 	44.067306	91.699944
v2	ODI  	VORTAC  	43.912389	91.467611
v2	WEBYE	RPRT_PT 	43.641083	90.874222
v2	LNR  	VORTAC  	43.294389	90.133111
v2	IMMES	RPRT_PT 	43.183444	89.541361
v2	MSN  	VORTAC  	43.144833	89.339694
v2	DREAR	RPRT_PT 	43.138111	89.049917
v2	WAITS	RPRT_PT 	43.127306	88.637500
v2	BAE  	VORTAC  	43.116861	88.284361
v2	CARNA	RPRT_PT 	43.130361	87.852361
v2	PROOT	RPRT_PT 	43.134667	87.703306
v2	SUDDS	RPRT_PT 	43.143667	87.365000
v2	MINNY	RPRT_PT 	43.153833	86.926556
v2	MKG  	VORTAC  	43.169250	86.039389
v2	WALKS	RPRT_PT 	43.009889	85.558528
v2	SARAN	RPRT_PT 	42.911083	85.264722
v2	LAN  	VORTAC  	42.717417	84.697722
v2	BAMBY	RPRT_PT 	42.544222	84.072306
v2	SVM  	VORTAC  	42.408861	83.594194
v2	HADAR	RPRT_PT 	42.365194	82.483472
v2	HEGEL	RPRT_PT 	42.582250	81.482639
v2	YQO  	VOR     	42.706722	80.887917
v2	JARVS	RPRT_PT 	42.739500	80.126194
v2	MOAWK	RPRT_PT 	42.750333	79.849444
v2	MYPAL	RPRT_PT 	42.832444	79.307806
v2	WELLA	RPRT_PT 	42.854389	79.159917
v2	BUF  	VOR     	42.929000	78.646333
v2	CLUNG	RPRT_PT 	43.056361	78.005667
v2	MONCK	RPRT_PT 	43.077972	77.894889
v2	ROC  	VORTAC  	43.120750	77.673583
v2	LORTH	RPRT_PT 	43.130583	77.367917
v2	MAGEN	RPRT_PT 	43.136111	77.183667
v2	KONDO	RPRT_PT 	43.147944	76.750750
v2	WIFFY	RPRT_PT 	43.152861	76.550000
v2	SYR  	VORTAC  	43.160528	76.204556
v2	FAYET	RPRT_PT 	43.127639	75.942056
v2	STODA	RPRT_PT 	43.117639	75.863333
v2	VASTS	RPRT_PT 	43.076278	75.541639
v2	CLUCH	RPRT_PT 	43.059194	75.411111
v2	UCA  	VORTAC  	43.026528	75.164528
v2	NORSE	RPRT_PT 	42.960528	74.834361
v2	MARIA	RPRT_PT 	42.834111	74.216806
v2	ALB  	VORTAC  	42.747278	73.803194
v2	GRAVE	RPRT_PT 	42.779806	73.372528
v2	GRISY	RPRT_PT 	42.696222	72.891722
v2	WARIC	RPRT_PT 	42.628333	72.510472
v2	HURLY	RPRT_PT 	42.588750	72.291778
v2	GDM  	VORTAC  	42.545944	72.058194
v3	EYW  	VORTAC  	24.585778	81.800500
v3	BIPIN	RPRT_PT 	24.634056	81.364778
v3	DROWN	RPRT_PT 	24.717778	80.579278
v3	TWNNS	RPRT_PT 	24.816278	80.558444
v3	MNATE	RPRT_PT 	24.979333	80.524028
v3	DHP  	VORTAC  	25.799972	80.349028
v3	FLL  	VOR     	26.074722	80.152472
v3	LANCH	RPRT_PT 	26.513694	80.104722
v3	PBI  	VORTAC  	26.680056	80.086528
v3	MORGA	RPRT_PT 	26.960194	80.198861
v3	SMUGS	RPRT_PT 	27.192583	80.292500
v3	VRB  	VORTAC  	27.678417	80.489611
v3	VALKA	RPRT_PT 	27.918333	80.571361
v3	MLB  	VOR     	28.105306	80.635333
v3	INDIA	RPRT_PT 	28.434500	80.765361
v3	TICCO	RPRT_PT 	28.516806	80.798000
v3	MALET	RPRT_PT 	28.691917	80.867639
v3	OAKIE	RPRT_PT 	28.851194	80.931194
v3	SMYRA	RPRT_PT 	29.005389	80.992917
v3	OMN  	VORTAC  	29.303250	81.112694
v3	SEBAG	RPRT_PT 	29.817889	81.209611
v3	VEDRA	RPRT_PT 	30.451778	81.330417
v3	SSI  	VORTAC  	31.050500	81.445972
v3	BROUN	RPRT_PT 	31.460056	81.323917
v3	HARPS	RPRT_PT 	31.691583	81.254417
v3	SAV  	VORTAC  	32.160583	81.112528
v3	REBUS	RPRT_PT 	32.421722	80.982306
v3	OWENS	RPRT_PT 	32.802667	80.790861
v3	STOAS	RPRT_PT 	32.959389	80.711583
v3	SACKS	RPRT_PT 	33.125139	80.627389
v3	VAN  	VORTAC  	33.474833	80.448639
v3	MADLY	RPRT_PT 	33.715500	80.199444
v3	PEGIE	RPRT_PT 	33.962611	79.941583
v3	DUTEE	RPRT_PT 	34.092056	79.805694
v3	FLO  	VORTAC  	34.232944	79.657111
v3	DUNGY	RPRT_PT 	34.526833	79.636583
v3	TOWEY	RPRT_PT 	34.648750	79.628028
v3	SDZ  	VORTAC  	35.215444	79.587944
v3	MOATS	RPRT_PT 	35.621611	79.092944
v3	RDU  	VORTAC  	35.872528	78.783333
v3	STEMM	RPRT_PT 	36.183472	78.673333
v3	OXFRD	RPRT_PT 	36.420278	78.588944
v3	HARVY	RPRT_PT 	36.746194	78.471917
v3	NUTTS	RPRT_PT 	37.076167	78.203806
v3	CARML	RPRT_PT 	37.361806	77.969028
v3	FAK  	VORTAC  	37.528500	77.828222
v3	GVE  	VORTAC  	38.013556	78.152944
v3	WITTO	RPRT_PT 	38.337167	78.380833
v3	LURAY	RPRT_PT 	38.598611	78.566694
v3	KERRE	RPRT_PT 	38.641944	78.532361
v3	AANTS	RPRT_PT 	38.718639	78.462639
v3	HOAGE	RPRT_PT 	39.128611	78.086778
v3	MRB  	VORTAC  	39.385583	77.848361
v3	RUANE	RPRT_PT 	39.446111	77.374000
v3	EMI  	VORTAC  	39.495028	76.978528
v3	VINNY	RPRT_PT 	39.754611	76.608389
v3	KITHE	RPRT_PT 	39.809889	76.296694
v3	GLOMO	RPRT_PT 	39.865222	75.979167
v3	MXE  	VORTAC  	39.918056	75.670806
v3	FROSE	RPRT_PT 	40.062194	75.471861
v3	MAZIE	RPRT_PT 	40.322083	75.109750
v3	HARRS	RPRT_PT 	40.340722	75.083639
v3	BIGGY	RPRT_PT 	40.419667	74.972639
v3	SBJ  	VOR     	40.583028	74.741750
v3	FALLZ	RPRT_PT 	41.071417	74.125194
v3	NYACK	RPRT_PT 	41.124750	73.987139
v3	DOSWL	RPRT_PT 	41.234833	73.700139
v3	CMK  	VOR     	41.280056	73.581361
v3	RACEY	RPRT_PT 	41.416917	73.193917
v3	SORRY	RPRT_PT 	41.478639	73.017417
v3	YALER	RPRT_PT 	41.515722	72.910861
v3	HFD  	VOR     	41.641056	72.547639
v3	JEWIT	RPRT_PT 	41.696111	71.825889
v3	FOSTY	RPRT_PT 	41.843194	71.642056
v3	HEFTY	RPRT_PT 	41.905333	71.564000
v3	WOONS	RPRT_PT 	41.950583	71.507056
v3	MILIS	RPRT_PT 	42.105194	71.311556
v3	BOS  	VORTAC  	42.357472	70.989556
v3	REVER	RPRT_PT 	42.440944	70.961472
v3	WAXEN	RPRT_PT 	42.584556	70.913000
v3	WITCH	RPRT_PT 	42.683278	70.879556
v3	PSM  	VORTAC  	43.084472	70.831972
v3	YUKES	RPRT_PT 	43.279972	70.813250
v3	SATAN	RPRT_PT 	43.385861	70.803083
v3	PARSO	RPRT_PT 	43.675111	70.775444
v3	LABEL	RPRT_PT 	43.784389	70.764417
v3	SERPA	RPRT_PT 	43.839861	70.665806
v3	NOLLI	RPRT_PT 	44.128194	70.146944
v3	AUG  	VOR     	44.320028	69.796556
v3	YOSTT	RPRT_PT 	44.475917	69.524000
v3	BGR  	VORTAC  	44.841806	68.873944
v3	NIELD	RPRT_PT 	45.102639	68.575278
v3	LAUDS	RPRT_PT 	45.419472	68.207528
v3	PRENT	RPRT_PT 	45.656306	68.065972
v3	HUL  	VOR     	46.039500	67.834167
v3	PQI  	VORTAC  	46.774250	68.094556
v3	LABRE	RPRT_PT 	46.751944	69.935472
v3	YQB  	VORTAC  	46.705306	71.626472
v4	TOU  	VORTAC  	48.299889	124.627056
v4	JAWBN	RPRT_PT 	48.031722	122.843278
v4	LOFAL	RPRT_PT 	47.851556	122.680528
v4	SEA  	VORTAC  	47.435389	122.309611
v4	BLAKO	RPRT_PT 	47.326639	122.068083
v4	HUMPP	RPRT_PT 	47.209417	121.810139
v4	RADDY	RPRT_PT 	47.074472	121.516167
v4	CHINS	RPRT_PT 	46.811528	120.952167
v4	TITON	RPRT_PT 	46.712083	120.741833
v4	GLEED	RPRT_PT 	46.630139	120.569667
v4	YKM  	VORTAC  	46.570278	120.444611
v4	SUNED	RPRT_PT 	46.294889	119.960056
v4	AMPLE	RPRT_PT 	46.118472	119.654028
v4	CORDO	RPRT_PT 	45.840833	119.179167
v4	PDT  	VORTAC  	45.698417	118.938722
v4	PIANO	RPRT_PT 	45.490833	118.660556
v4	LACED	RPRT_PT 	45.291222	118.395806
v4	BKE  	VOR     	44.840583	117.807861
v4	HOVEL	RPRT_PT 	44.359056	117.192000
v4	PAYET	RPRT_PT 	44.060444	116.817222
v4	EMETT	RPRT_PT 	43.914028	116.635417
v4	BOI  	VORTAC  	43.552806	116.192139
v4	CANEK	RPRT_PT 	43.316083	115.807778
v4	ALKAL	RPRT_PT 	43.016194	115.328111
v4	TP   	TRNG_PT 	43.007944	115.315056
v4	GOODE	RPRT_PT 	42.839667	114.749750
v4	JEROT	RPRT_PT 	42.751028	114.444278
v4	BYI  	VOR     	42.580250	113.865861
v4	MEDEA	RPRT_PT 	42.423806	113.274056
v4	MLD  	VOR     	42.199889	112.451222
v4	GRIPS	RPRT_PT 	41.793972	110.093917
v4	OCS  	VORTAC  	41.590222	109.015306
v4	ARUTE	RPRT_PT 	41.629861	108.686250
v4	CKW  	VOR     	41.755722	107.581972
v4	TRUMA	RPRT_PT 	41.639417	107.047833
v4	KLASH	RPRT_PT 	41.573222	106.749583
v4	LAR  	VORTAC  	41.337861	105.720944
v4	FLEMS	RPRT_PT 	41.009861	105.256056
v4	BARGR	RPRT_PT 	40.886500	105.083139
v4	WISER	RPRT_PT 	40.756972	104.902611
v4	GLL  	VORTAC  	40.503861	104.553000
v4	HOYTT	RPRT_PT 	40.048028	103.788806
v4	TXC  	VORTAC  	39.698306	103.214944
v4	FLAGG	RPRT_PT 	39.539556	102.422389
v4	GLD  	VORTAC  	39.387861	101.692306
v4	HLC  	VORTAC  	39.258750	100.225861
v4	PUQZE	RPRT_PT 	39.109694	99.002556
v4	WESAL	RPRT_PT 	38.975528	97.977917
v4	SLN  	VORTAC  	38.925139	97.621361
v4	VASCO	RPRT_PT 	38.958000	97.332889
v4	CHARI	RPRT_PT 	39.019333	96.752806
v4	DRAMA	RPRT_PT 	39.032222	96.627111
v4	ALMAS	RPRT_PT 	39.037167	96.578583
v4	MOPPS	RPRT_PT 	39.096972	95.974278
v4	TOP  	VORTAC  	39.137111	95.549111
v4	SPANK	RPRT_PT 	39.191444	95.189972
v4	LANSI	RPRT_PT 	39.235528	94.892667
v4	MKC  	VORTAC  	39.279361	94.591389
v4	LYMES	RPRT_PT 	39.251250	94.112417
v4	LEXIN	RPRT_PT 	39.239417	93.920389
v4	MACRO	RPRT_PT 	39.202000	93.344250
v4	HLV  	VORTAC  	39.113528	92.128222
v4	JAGGI	RPRT_PT 	39.086167	91.941917
v4	SADEN	RPRT_PT 	38.901972	90.740194
v4	STL  	VORTAC  	38.860694	90.482361
v4	TOY  	VORTAC  	38.739167	89.918639
v4	BREEZ	RPRT_PT 	38.595417	89.574194
v4	ENL  	VORTAC  	38.420028	89.159000
v4	DAHLL	RPRT_PT 	38.204722	88.539333
v4	HILTS	RPRT_PT 	38.129278	88.325222
v4	MAUNI	RPRT_PT 	38.033583	88.055889
v4	PXV  	VORTAC  	37.928333	87.762389
v4	LAMBS	RPRT_PT 	37.981611	87.150194
v4	APALO	RPRT_PT 	38.005722	86.860000
v4	DOWNS	RPRT_PT 	38.053917	86.251583
v4	NADDI	RPRT_PT 	38.065750	86.095472
v4	BETHY	RPRT_PT 	38.076389	85.952472
v4	IIU  	VORTAC  	38.103556	85.577472
v4	FEDRA	RPRT_PT 	38.045750	85.100639
v4	HYK  	VORTAC  	37.966472	84.472444
v4	CODEL	RPRT_PT 	38.016556	84.081306
v4	MASSE	RPRT_PT 	38.050639	83.808722
v4	CICKE	RPRT_PT 	38.065028	83.692056
v4	ECB  	VORTAC  	38.158361	82.910056
v4	WAXED	RPRT_PT 	38.210250	82.607889
v4	HAITI	RPRT_PT 	38.268500	82.262500
v4	SALTY	RPRT_PT 	38.318889	81.958306
v4	HVQ  	VORTAC  	38.349667	81.769917
v4	CAMMA	RPRT_PT 	38.490556	81.362167
v4	ITALY	RPRT_PT 	38.533722	81.236028
v4	FILES	RPRT_PT 	38.727000	80.664583
v4	REACH	RPRT_PT 	38.816250	80.396833
v4	EKN  	VORTAC  	38.914444	80.099278
v4	OMIYO	RPRT_PT 	39.141889	79.292528
v4	ESL  	VOR     	39.225500	78.989500
v4	DRUZZ	RPRT_PT 	39.163417	78.357972
v4	TRIXY	RPRT_PT 	39.139222	78.121111
v4	HOAGE	RPRT_PT 	39.128611	78.086778
v4	JASEN	RPRT_PT 	39.060694	77.868111
v4	MANNE	RPRT_PT 	39.004000	77.687000
v4	GILBY	RPRT_PT 	38.973222	77.589083
v4	AML  	VORTAC  	38.934583	77.466722
v5	PZD  	VORTAC  	31.655222	84.293111
v5	GILLY	RPRT_PT 	32.066167	83.708861
v5	VNA  	VORTAC  	32.213444	83.497250
v5	DBN  	VORTAC  	32.560722	82.833194
v5	HADOC	RPRT_PT 	33.119083	83.029139
v5	BEYLO	RPRT_PT 	33.305361	83.095111
v5	TRAPI	RPRT_PT 	33.495528	83.162750
v5	CORVI	RPRT_PT 	33.675889	83.227194
v5	PENFI	RPRT_PT 	33.745861	83.252250
v5	AHN  	VORTAC  	33.947583	83.324778
v5	IRMOS	RPRT_PT 	34.218250	83.443389
v5	CORCE	RPRT_PT 	34.459722	83.552917
v5	AWSON	RPRT_PT 	34.480333	83.984306
v5	NELLO	RPRT_PT 	34.499472	84.416694
v5	ETONE	RPRT_PT 	34.737472	84.794444
v5	HOCHE	RPRT_PT 	34.801750	84.897167
v5	GQO  	VORTAC  	34.961278	85.153361
v5	PALER	RPRT_PT 	35.271028	85.351667
v5	FARAD	RPRT_PT 	35.386889	85.426278
v5	MCMIN	RPRT_PT 	35.687028	85.620750
v5	SERVE	RPRT_PT 	35.954917	85.795722
v5	HARME	RPRT_PT 	36.329278	86.042528
v5	GARVY	RPRT_PT 	36.649083	86.255528
v5	BWG  	VORTAC  	36.928722	86.443444
v5	EWO  	VOR     	37.631806	85.675889
v5	JBEAM	RPRT_PT 	37.791028	85.642806
v5	IIU  	VORTAC  	38.103556	85.577472
v5	NERVE	RPRT_PT 	38.615639	85.090444
v5	WARSA	RPRT_PT 	38.763278	84.948361
v5	BAYVR	RPRT_PT 	38.936222	84.780972
v5	CVG  	VORTAC  	39.015944	84.703444
v5	MOAKS	RPRT_PT 	39.295194	84.196056
v5	JENEY	RPRT_PT 	39.352694	84.090556
v5	PRUDE	RPRT_PT 	39.429194	83.949639
v5	SHIRT	RPRT_PT 	39.633000	83.571194
v5	JOGER	RPRT_PT 	39.720778	83.406806
v5	LIMPS	RPRT_PT 	39.830083	83.200944
v5	GLOOM	RPRT_PT 	39.990528	82.896222
v5	APE  	VORTAC  	40.151083	82.588306
v5	GIVES	RPRT_PT 	40.419944	82.589278
v5	MFD  	VORTAC  	40.868611	82.590944
v5	NEWLO	RPRT_PT 	41.091222	82.396806
v5	DJB  	VORTAC  	41.358083	82.161944
v5	CRIBS	RPRT_PT 	41.635694	81.998528
v5	GILLS	RPRT_PT 	41.885306	81.850250
v5	DOLFN	RPRT_PT 	42.213250	81.653500
v5	FINGL	RPRT_PT 	42.756611	81.322472
v5	YXU  	VORTAC  	43.038111	81.148472
v6	OAK  	VORTAC  	37.725917	122.223583
v6	COLLI	RPRT_PT 	37.862972	122.083500
v6	PITTS	RPRT_PT 	38.049889	121.891361
v6	RYMAR	RPRT_PT 	38.110028	121.829250
v6	REJOY	RPRT_PT 	38.166417	121.770889
v6	COUPS	RPRT_PT 	38.316278	121.652611
v6	SAC  	VORTAC  	38.443667	121.551611
v6	FOLLY	RPRT_PT 	38.692139	121.124889
v6	CORLY	RPRT_PT 	38.721833	121.073500
v6	COLOM	RPRT_PT 	38.838972	120.870028
v6	SWR  	VOR     	39.180333	120.269611
v6	FMG  	VORTAC  	39.531278	119.656083
v6	WADDS	RPRT_PT 	39.716500	119.323528
v6	LLC  	VORTAC  	40.124917	118.577639
v6	BAM  	VORTAC  	40.569139	116.922250
v6	TP   	TRNG_PT 	40.956750	115.950639
v6	DOBYS	RPRT_PT 	40.971806	115.874472
v6	LWL  	VOR     	41.144806	114.977500
v6	LCU  	VORTAC  	41.362944	113.840611
v6	MOINT	RPRT_PT 	41.252556	112.429306
v6	OGD  	VORTAC  	41.224083	112.098250
v6	EVIEW	RPRT_PT 	41.234750	111.990806
v6	PACKY	RPRT_PT 	41.301833	111.289028
v6	FBR  	VOR     	41.378444	110.424083
v6	OCS  	VORTAC  	41.590222	109.015306
v6	ARUTE	RPRT_PT 	41.629861	108.686250
v6	CKW  	VOR     	41.755722	107.581972
v6	EDIFY	RPRT_PT 	41.798889	106.871472
v6	MBW  	VOR     	41.845528	106.004278
v6	MOIST	RPRT_PT 	41.658444	105.121528
v6	LITER	RPRT_PT 	41.511722	104.453944
v6	ALBIN	RPRT_PT 	41.467778	104.294056
v6	SNY  	VORTAC  	41.096667	102.983000
v6	LBF  	VORTAC  	41.048639	100.747167
v6	RAGAR	RPRT_PT 	41.007583	99.005111
v6	DECKY	RPRT_PT 	40.996528	98.666000
v6	GRI  	VORTAC  	40.984028	98.314778
v6	GRASI	RPRT_PT 	41.017222	97.903306
v6	DWELL	RPRT_PT 	41.089778	96.929500
v6	TOUHY	RPRT_PT 	41.101667	96.758472
v6	YUTAN	RPRT_PT 	41.117333	96.527056
v6	GRETT	RPRT_PT 	41.149833	96.022639
v6	OVR  	VORTAC  	41.167278	95.736722
v6	EYNOR	RPRT_PT 	41.215056	95.389222
v6	PSFIC	RPRT_PT 	41.267528	94.997833
v6	LYMAN	RPRT_PT 	41.289806	94.828333
v6	BRIDJ	RPRT_PT 	41.365250	94.238778
v6	MIDLE	RPRT_PT 	41.405778	93.911278
v6	DSM  	VORTAC  	41.437583	93.648583
v6	PROPS	RPRT_PT 	41.455972	93.259000
v6	SINGR	RPRT_PT 	41.468611	92.972833
v6	NASAL	RPRT_PT 	41.482389	92.641083
v6	WELMA	RPRT_PT 	41.508667	91.930194
v6	IOW  	VORTAC  	41.518972	91.613250
v6	MOSCO	RPRT_PT 	41.592611	91.182778
v6	CVA  	VORTAC  	41.708417	90.483528
v6	LEECS	RPRT_PT 	41.741500	89.542083
v6	SHOOF	RPRT_PT 	41.755083	89.074278
v6	START	RPRT_PT 	41.756889	89.006056
v6	HERVY	RPRT_PT 	41.777250	88.907389
v6	HINCK	RPRT_PT 	41.824611	88.675944
v6	DPA  	VOR     	41.890361	88.350194
v6	NILES	RPRT_PT 	41.778167	87.583917
v6	CRIBB	RPRT_PT 	41.777944	87.488750
v6	HARRT	RPRT_PT 	41.777583	87.381222
v6	CHETT	RPRT_PT 	41.775889	87.058889
v6	STYLE	RPRT_PT 	41.773972	86.808361
v6	GIJ  	VORTAC  	41.768611	86.318389
v6	SEWTO	RPRT_PT 	41.747778	85.511306
v6	BRYTO	RPRT_PT 	41.741806	85.313083
v6	MODEM	RPRT_PT 	41.728111	84.897250
v6	TP   	TRNG_PT 	41.723944	84.781306
v6	PIONS	RPRT_PT 	41.653889	84.482000
v6	VWV  	VOR     	41.451472	83.638667
v6	SKY  	VOR     	41.434472	82.654806
v6	DJB  	VORTAC  	41.358083	82.161944
v6	DROVE	RPRT_PT 	41.353944	81.847167
v6	HIRES	RPRT_PT 	41.338694	81.006389
v6	YNG  	VORTAC  	41.331000	80.674667
v6	SHANT	RPRT_PT 	41.288667	80.387583
v6	MERCY	RPRT_PT 	41.266000	80.236139
v6	CIP  	VOR     	41.146250	79.458000
v6	PSB  	VORTAC  	40.916250	77.992722
v6	SEG  	VORTAC  	40.790833	76.884028
v6	SNOWY	RPRT_PT 	40.751583	75.964333
v6	SLATT	RPRT_PT 	40.738222	75.685222
v6	FJC  	VORTAC  	40.726694	75.454750
v6	LIZZI	RPRT_PT 	40.665667	75.148778
v6	SBJ  	VOR     	40.583028	74.741750
v6	MABLE	RPRT_PT 	40.502083	74.397111
v6	EMPYR	RPRT_PT 	40.461556	74.226472
v6	NANCI	RPRT_PT 	40.495583	74.113500
v6	APPLE	RPRT_PT 	40.556139	74.062250
v6	PROUD	RPRT_PT 	40.629806	73.999750
v6	DIALS	RPRT_PT 	40.715556	73.926750
v6	LGA  	VOR     	40.783722	73.868611
v7	DHP  	VORTAC  	25.799972	80.349028
v7	KUBIC	RPRT_PT 	26.097667	80.949528
v7	SWAGS	RPRT_PT 	26.177028	81.100000
v7	FORTL	RPRT_PT 	26.309389	81.352361
v7	RSW  	VORTAC  	26.529889	81.775778
v7	SERFS	RPRT_PT 	26.800667	81.819583
v7	JOCKS	RPRT_PT 	27.009583	81.853500
v7	ROGAN	RPRT_PT 	27.250806	81.892861
v7	CROWD	RPRT_PT 	27.667083	81.961167
v7	LAL  	VORTAC  	27.986194	82.013889
v7	PLUMY	RPRT_PT 	28.170889	82.130528
v7	DADES	RPRT_PT 	28.362694	82.252167
v7	NITTS	RPRT_PT 	28.778167	82.517389
v7	ORATE	RPRT_PT 	29.332472	82.875083
v7	CTY  	VORTAC  	29.599028	83.048722
v7	CILLA	RPRT_PT 	30.166889	83.829639
v7	CODYS	RPRT_PT 	30.308250	84.026444
v7	TLH  	VORTAC  	30.556167	84.373972
v7	MAUNA	RPRT_PT 	30.713944	84.600639
v7	SAIML	RPRT_PT 	30.862389	84.815056
v7	OALDY	RPRT_PT 	31.106389	85.170139
v7	RRS  	VORTAC  	31.284417	85.431250
v7	EGEST	RPRT_PT 	31.419111	85.510111
v7	SKIPO	RPRT_PT 	31.550139	85.587056
v7	CLIOS	RPRT_PT 	31.692889	85.671167
v7	BANBI	RPRT_PT 	31.834528	85.759806
v7	PETRY	RPRT_PT 	32.001417	85.996556
v7	SHADY	RPRT_PT 	32.065556	86.090056
v7	MGM  	VORTAC  	32.222333	86.319722
v7	BOWIN	RPRT_PT 	32.587694	86.464222
v7	VUZ  	VORTAC  	33.670194	86.899806
v7	SIPSY	RPRT_PT 	33.893889	87.026111
v7	NATAN	RPRT_PT 	33.949667	87.057722
v7	JOHNY	RPRT_PT 	34.191806	87.195500
v7	LANER	RPRT_PT 	34.484056	87.362944
v7	MSL  	VORTAC  	34.706861	87.491500
v7	GILLE	RPRT_PT 	34.955528	87.482833
v7	POLAN	RPRT_PT 	35.585500	87.460667
v7	GHM  	VORTAC  	35.834000	87.451806
